Category,City,Country,Customer Name,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,New York City,United States,Katrina Bavinger,9/3/2017,CA-2017-161067,10035,Prang Drawing Pencil Set,East,Home Office,9/6/2017,Second Class,New York,Art,0,2.224,2,5.56
Office Supplies,Providence,United States,Brad Eason,8/2/2015,CA-2015-122406,02908,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",East,Home Office,8/5/2015,Second Class,Rhode Island,Paper,0,4.116,2,8.4
Office Supplies,New York City,United States,Parhena Norris,9/10/2016,US-2016-118780,10011,Acco Perma 2700 Stacking Storage Drawers,East,Home Office,9/14/2016,Second Class,New York,Storage,0,8.922,2,59.48
Office Supplies,Troy,United States,Becky Castell,4/4/2016,CA-2016-123050,12180,"Tenex File Box, Personal Filing Tote with Lid, Black",East,Home Office,4/8/2016,Second Class,New York,Storage,0,8.0652,2,31.02
Office Supplies,New York City,United States,Chuck Clark,10/3/2017,CA-2017-143035,10009,"Quartet Alpha White Chalk, 12/Pack",East,Home Office,10/5/2017,Second Class,New York,Art,0,3.1161,3,6.63
Office Supplies,New York City,United States,Jim Kriz,3/16/2015,US-2015-150231,10009,Avery Hi-Liter Smear-Safe Highlighters,East,Home Office,3/20/2015,Second Class,New York,Art,0,6.3072,3,17.52
Office Supplies,Bayonne,United States,Phillina Ober,9/25/2015,CA-2015-156335,07002,Tuff Stuff Recycled Round Ring Binders,East,Home Office,9/28/2015,Second Class,New Jersey,Binders,0,7.0854,3,14.46
Office Supplies,Cambridge,United States,Harold Dahlen,11/22/2015,CA-2015-162376,02138,Xerox 1936,East,Home Office,11/25/2015,Second Class,Massachusetts,Paper,0,28.1718,3,59.94
Office Supplies,Everett,United States,Matt Abelman,11/27/2015,CA-2015-130974,02149,Xerox 1884,East,Home Office,11/29/2015,Second Class,Massachusetts,Paper,0,28.1718,3,59.94
Office Supplies,New York City,United States,Frank Gastineau,11/17/2014,CA-2014-101833,10024,Southworth 100% Cotton The Best Paper,East,Home Office,11/22/2014,Second Class,New York,Paper,0,17.22,3,34.44
Office Supplies,Orange,United States,Shirley Daniels,9/19/2016,CA-2016-102932,07050,Acme Forged Steel Scissors with Black Enamel Handles,East,Home Office,9/23/2016,Second Class,New Jersey,Supplies,0,8.0997,3,27.93
Office Supplies,Cambridge,United States,Harold Dahlen,11/22/2015,CA-2015-162376,02138,Newell 341,East,Home Office,11/25/2015,Second Class,Massachusetts,Art,0,4.9648,4,17.12
Office Supplies,New York City,United States,Tracy Collins,6/4/2015,US-2015-142020,10024,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",East,Home Office,6/8/2015,Second Class,New York,Paper,0,14.3068,4,30.44
Office Supplies,New York City,United States,Katrina Bavinger,9/3/2017,CA-2017-161067,10035,Xerox 189,East,Home Office,9/6/2017,Second Class,New York,Paper,0,201.312,4,419.4
Office Supplies,New York City,United States,Julie Kriz,12/18/2016,CA-2016-150945,10009,Tennsco Double-Tier Lockers,East,Home Office,12/20/2016,Second Class,New York,Storage,0,117.0104,4,900.08
Office Supplies,New York City,United States,Mike Pelletier,11/25/2014,CA-2014-119151,10009,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",East,Home Office,11/29/2014,Second Class,New York,Storage,0,55.896,4,1117.92
Office Supplies,New York City,United States,Sharelle Roach,11/8/2017,CA-2017-143658,10035,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,East,Home Office,11/13/2017,Second Class,New York,Art,0,32.97,5,109.9
Office Supplies,Cambridge,United States,Robert Marley,10/1/2015,CA-2015-115392,02138,Avery Non-Stick Binders,East,Home Office,10/4/2015,Second Class,Massachusetts,Binders,0,10.327,5,22.45
Office Supplies,Everett,United States,Matt Abelman,11/27/2015,CA-2015-130974,02149,Xerox 197,East,Home Office,11/29/2015,Second Class,Massachusetts,Paper,0,69.705,5,154.9
Office Supplies,Dover,United States,Peter McVee,12/19/2015,US-2015-134558,03820,Xerox 1903,East,Home Office,12/24/2015,Second Class,New Hampshire,Paper,0,14.651,5,29.9
Office Supplies,Orange,United States,Shirley Daniels,9/19/2016,CA-2016-102932,07050,Storex DuraTech Recycled Plastic Frosted Binders,East,Home Office,9/23/2016,Second Class,New Jersey,Binders,0,12.72,6,25.44
Office Supplies,Long Beach,United States,Carl Weiss,5/31/2015,CA-2015-156153,11561,Bagged Rubber Bands,East,Home Office,6/2/2015,Second Class,New York,Fasteners,0,0.3024,6,7.56
Office Supplies,Washington,United States,Dianna Arnett,1/12/2017,US-2017-158512,20016,Xerox 195,East,Home Office,1/17/2017,Second Class,District of Columbia,Paper,0,19.2384,6,40.08
Office Supplies,Everett,United States,Matt Abelman,11/27/2015,CA-2015-130974,02149,Xerox 1977,East,Home Office,11/29/2015,Second Class,Massachusetts,Paper,0,19.2384,6,40.08
Office Supplies,Cranston,United States,Carl Weiss,12/8/2017,CA-2017-152436,02920,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",East,Home Office,12/10/2017,Second Class,Rhode Island,Storage,0,160.0398,6,592.74
Office Supplies,Concord,United States,Harold Pawlan,12/3/2015,CA-2015-156853,03301,Xerox 1935,East,Home Office,12/5/2015,Second Class,New Hampshire,Paper,0,84.9436,7,184.66
Office Supplies,Washington,United States,Tony Chapman,12/5/2016,CA-2016-140564,20016,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",East,Home Office,12/10/2016,Second Class,District of Columbia,Art,0,13.2288,8,33.92
Office Supplies,Newark,United States,Carl Weiss,5/13/2017,CA-2017-161655,19711,GBC Twin Loop Wire Binding Elements,East,Home Office,5/18/2017,Second Class,Delaware,Binders,0,149.76,9,299.52
Office Supplies,Lakewood,United States,Deanra Eno,8/22/2014,CA-2014-123253,44107,Faber Castell Col-Erase Pencils,East,Home Office,8/25/2014,Second Class,Ohio,Art,0.2,1.0269,1,3.912
Office Supplies,Springfield,United States,Frank Carlisle,6/13/2015,CA-2015-104059,45503,Newell 320,East,Home Office,6/15/2015,Second Class,Ohio,Art,0.2,0.2996,1,3.424
Office Supplies,Philadelphia,United States,Alan Dominguez,11/19/2014,CA-2014-128062,19134,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",East,Home Office,11/22/2014,Second Class,Pennsylvania,Paper,0.2,1.9845,1,5.88
Office Supplies,Parma,United States,Nora Pelletier,9/22/2016,CA-2016-166653,44134,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",East,Home Office,9/24/2016,Second Class,Ohio,Envelopes,0.2,19.99,2,63.968
Office Supplies,Philadelphia,United States,Jim Kriz,4/29/2015,CA-2015-157434,19120,Xerox 1949,East,Home Office,5/4/2015,Second Class,Pennsylvania,Paper,0.2,2.8884,2,7.968
Office Supplies,Columbus,United States,Julia Barnett,12/8/2016,CA-2016-158302,43229,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",East,Home Office,12/12/2016,Second Class,Ohio,Paper,0.2,3.4398,3,10.584
Office Supplies,Lancaster,United States,Joni Sundaresam,9/23/2016,CA-2016-124016,43130,Xerox 1970,East,Home Office,9/26/2016,Second Class,Ohio,Paper,0.2,4.0338,3,11.952
Office Supplies,Springfield,United States,Deanra Eno,1/11/2016,CA-2016-126529,45503,Xerox 1935,East,Home Office,1/13/2016,Second Class,Ohio,Paper,0.2,20.5764,3,63.312
Office Supplies,Springfield,United States,Deanra Eno,1/11/2016,CA-2016-126529,45503,Xerox 2,East,Home Office,1/13/2016,Second Class,Ohio,Paper,0.2,5.4432,3,15.552
Office Supplies,Philadelphia,United States,Deborah Brumfield,8/12/2016,US-2016-144477,19134,Boston 16765 Mini Stand Up Battery Pencil Sharpener,East,Home Office,8/14/2016,Second Class,Pennsylvania,Art,0.2,2.7984,4,37.312
Office Supplies,Lancaster,United States,Sam Zeldin,7/3/2017,US-2017-111024,43130,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",East,Home Office,7/6/2017,Second Class,Ohio,Paper,0.2,11.1024,4,32.896
Office Supplies,Lancaster,United States,Sam Zeldin,7/3/2017,US-2017-111024,43130,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",East,Home Office,7/6/2017,Second Class,Ohio,Paper,0.2,11.223,6,30.96
Office Supplies,New York City,United States,Clay Rozendal,9/23/2016,CA-2016-101742,10009,3-ring staple pack,East,Home Office,9/28/2016,Second Class,New York,Binders,0.2,3.6848,7,10.528
Office Supplies,Lancaster,United States,Joni Sundaresam,9/23/2016,CA-2016-124016,43130,Fellowes Black Plastic Comb Bindings,East,Home Office,9/26/2016,Second Class,Ohio,Binders,0.7,-9.7608,7,12.201
Office Supplies,Henderson,United States,Paul Stevenson,11/30/2015,CA-2015-140830,42420,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",South,Home Office,12/2/2015,Second Class,Kentucky,Envelopes,0,8.2156,2,17.48
Office Supplies,Henderson,United States,Paul Stevenson,11/30/2015,CA-2015-140830,42420,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",South,Home Office,12/2/2015,Second Class,Kentucky,Envelopes,0,32.346,2,71.88
Office Supplies,Huntsville,United States,Mick Hernandez,12/25/2017,CA-2017-114055,35810,Assorted Color Push Pins,South,Home Office,12/29/2017,Second Class,Alabama,Fasteners,0,1.1946,2,3.62
Office Supplies,Huntsville,United States,Mick Hernandez,12/25/2017,CA-2017-114055,35810,14-7/8 x 11 Blue Bar Computer Printout Paper,South,Home Office,12/29/2017,Second Class,Alabama,Paper,0,46.1184,2,96.08
Office Supplies,Roswell,United States,Meg O'Connel,9/17/2017,CA-2017-157931,30076,Easy-staple paper,South,Home Office,9/22/2017,Second Class,Georgia,Paper,0,49.9704,3,106.32
Office Supplies,Arlington,United States,Michael Grace,9/22/2015,CA-2015-134992,22204,Xerox 214,South,Home Office,9/26/2015,Second Class,Virginia,Paper,0,15.552,5,32.4
Office Supplies,Huntsville,United States,Mick Hernandez,12/25/2017,CA-2017-114055,35810,Xerox 1915,South,Home Office,12/29/2017,Second Class,Alabama,Paper,0,301.968,6,629.1
Office Supplies,Jackson,United States,Stephanie Ulpright,12/10/2017,CA-2017-148922,39212,Avery Metallic Poly Binders,South,Home Office,12/15/2017,Second Class,Mississippi,Binders,0,22.0032,8,45.84
Office Supplies,Lake Charles,United States,Daniel Raglin,8/11/2017,CA-2017-160899,70601,Satellite Sectional Post Binders,South,Home Office,8/13/2017,Second Class,Louisiana,Binders,0,219.6546,11,477.51
Office Supplies,Jacksonville,United States,Ben Ferrer,5/26/2015,US-2015-113327,28540,Xerox 1991,South,Home Office,5/29/2015,Second Class,North Carolina,Paper,0.2,5.9384,1,18.272
Office Supplies,Jacksonville,United States,Ben Ferrer,5/26/2015,US-2015-113327,28540,Security-Tint Envelopes,South,Home Office,5/29/2015,Second Class,North Carolina,Envelopes,0.2,4.4312,2,12.224
Office Supplies,Bristol,United States,Catherine Glotzbach,9/10/2016,CA-2016-164350,37620,"Boston Model 1800 Electric Pencil Sharpener, Gray",South,Home Office,9/12/2016,Second Class,Tennessee,Art,0.2,8.445000000,3,67.56
Office Supplies,Charlotte,United States,Ross Baird,12/24/2016,US-2016-168620,28205,Tennsco Double-Tier Lockers,South,Home Office,12/28/2016,Second Class,North Carolina,Storage,0.2,-47.2542,3,540.048
Office Supplies,Jacksonville,United States,Ben Ferrer,5/26/2015,US-2015-113327,28540,Xerox 1937,South,Home Office,5/29/2015,Second Class,North Carolina,Paper,0.2,53.8048,4,153.728
Office Supplies,Miami,United States,Marc Harrigan,12/29/2016,US-2016-135209,33178,Astroparche Fine Business Paper,South,Home Office,12/31/2016,Second Class,Florida,Paper,0.2,8.8704,6,25.344
Office Supplies,Miami,United States,Marc Harrigan,12/29/2016,US-2016-135209,33178,Xerox 1898,South,Home Office,12/31/2016,Second Class,Florida,Paper,0.2,13.0928,7,37.408
Office Supplies,Tamarac,United States,Alyssa Tate,9/6/2015,CA-2015-133977,33319,GBC Plasticlear Binding Covers,South,Home Office,9/8/2015,Second Class,Florida,Binders,0.7,-2.5256,1,3.444
Office Supplies,Charlotte,United States,Ross Baird,12/24/2016,US-2016-168620,28205,GBC Linen Binding Covers,South,Home Office,12/28/2016,Second Class,North Carolina,Binders,0.7,-20.4468,3,27.882
Office Supplies,Hollywood,United States,Daniel Raglin,11/10/2017,CA-2017-142671,33021,GBC VeloBinder Strips,South,Home Office,11/14/2017,Second Class,Florida,Binders,0.7,-7.68,5,11.52
Office Supplies,Los Angeles,United States,Alyssa Tate,12/9/2017,CA-2017-102407,90004,Harmony Air Purifier,West,Home Office,12/13/2017,Second Class,California,Appliances,0,68.04,1,189
Office Supplies,San Francisco,United States,Becky Castell,5/19/2017,CA-2017-113530,94109,Newell 314,West,Home Office,5/21/2017,Second Class,California,Art,0,1.395,1,5.58
Office Supplies,Huntington Beach,United States,Laurel Beltran,9/1/2016,CA-2016-124583,92646,Globe Weis Peel & Seel First Class Envelopes,West,Home Office,9/3/2016,Second Class,California,Envelopes,0,5.751,1,12.78
Office Supplies,San Diego,United States,Maria Zettner,11/8/2015,CA-2015-117611,92024,Advantus Plastic Paper Clips,West,Home Office,11/10/2015,Second Class,California,Fasteners,0,2.4,1,5
Office Supplies,Los Angeles,United States,Vicky Freymann,7/25/2014,CA-2014-146528,90045,Xerox 1966,West,Home Office,7/27/2014,Second Class,California,Paper,0,3.1752,1,6.48
Office Supplies,San Francisco,United States,Nathan Mautz,4/23/2014,CA-2014-111857,94109,Xerox 1891,West,Home Office,4/26/2014,Second Class,California,Paper,0,22.9877,1,48.91
Office Supplies,Seattle,United States,Valerie Mitchum,3/16/2017,US-2017-101539,98105,Xerox 214,West,Home Office,3/18/2017,Second Class,Washington,Paper,0,3.1104,1,6.48
Office Supplies,San Francisco,United States,Rick Huthwaite,9/27/2015,CA-2015-167255,94110,"Personal Filing Tote with Lid, Black/Gray",West,Home Office,9/29/2015,Second Class,California,Storage,0,4.3428,1,15.51
Office Supplies,Seattle,United States,Valerie Mitchum,3/16/2017,US-2017-101539,98105,Safco Commercial Shelving,West,Home Office,3/18/2017,Second Class,Washington,Storage,0,1.8604,1,46.51
Office Supplies,Los Angeles,United States,Matt Abelman,11/11/2014,CA-2014-140732,90004,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",West,Home Office,11/13/2014,Second Class,California,Appliances,0,2.0228,2,7.78
Office Supplies,Los Angeles,United States,Alyssa Tate,12/9/2017,CA-2017-102407,90004,Newell 314,West,Home Office,12/13/2017,Second Class,California,Art,0,2.79,2,11.16
Office Supplies,San Francisco,United States,Becky Castell,5/19/2017,CA-2017-113530,94109,Newell 310,West,Home Office,5/21/2017,Second Class,California,Art,0,1.0208,2,3.52
Office Supplies,Los Angeles,United States,Deanra Eno,4/18/2015,CA-2015-142601,90004,Xerox 19,West,Home Office,4/20/2015,Second Class,California,Paper,0,27.882,2,61.96
Office Supplies,Los Angeles,United States,Rick Bensley,12/16/2017,CA-2017-161578,90036,Xerox 1898,West,Home Office,12/21/2017,Second Class,California,Paper,0,6.4128,2,13.36
Office Supplies,San Francisco,United States,Rick Huthwaite,9/27/2015,CA-2015-167255,94110,Xerox 226,West,Home Office,9/29/2015,Second Class,California,Paper,0,6.2208,2,12.96
Office Supplies,San Francisco,United States,Neil Knudson,9/24/2017,CA-2017-130148,94110,Acme Value Line Scissors,West,Home Office,9/28/2017,Second Class,California,Supplies,0,2.19,2,7.3
Office Supplies,North Las Vegas,United States,Dennis Pardue,10/21/2016,CA-2016-138478,89031,Panasonic KP-150 Electric Pencil Sharpener,West,Home Office,10/26/2016,Second Class,Nevada,Art,0,29.4372,3,113.22
Office Supplies,Danville,United States,Nancy Lomonaco,11/2/2017,US-2017-163790,94526,"Super Bands, 12/Pack",West,Home Office,11/4/2017,Second Class,California,Fasteners,0,0.1674,3,5.58
Office Supplies,San Diego,United States,Julie Kriz,4/15/2016,CA-2016-117849,92105,Xerox 1911,West,Home Office,4/17/2016,Second Class,California,Paper,0,68.976,3,143.7
Office Supplies,San Francisco,United States,Rick Huthwaite,9/27/2015,CA-2015-167255,94110,Xerox 1916,West,Home Office,9/29/2015,Second Class,California,Paper,0,73.41,3,146.82
Office Supplies,Salt Lake City,United States,Dennis Bolton,11/19/2014,CA-2014-100972,84106,Xerox 1888,West,Home Office,11/24/2014,Second Class,Utah,Paper,0,79.8912,3,166.44
Office Supplies,Seattle,United States,Robert Dilbeck,4/12/2015,CA-2015-145415,98103,"Rogers Jumbo File, Granite",West,Home Office,4/17/2015,Second Class,Washington,Storage,0,0.407400000,3,40.74
Office Supplies,Seattle,United States,Tamara Willingham,12/1/2015,CA-2015-137113,98105,Tennsco Industrial Shelving,West,Home Office,12/5/2015,Second Class,Washington,Storage,0,2.9346,3,146.73
Office Supplies,San Francisco,United States,Chuck Clark,9/19/2016,US-2016-114888,94109,Kleencut Forged Office Shears by Acme United Corporation,West,Home Office,9/24/2016,Second Class,California,Supplies,0,1.872,3,6.24
Office Supplies,Los Angeles,United States,Bradley Talbott,2/26/2017,CA-2017-117212,90036,Kensington 6 Outlet Guardian Standard Surge Protector,West,Home Office,2/28/2017,Second Class,California,Appliances,0,22.1184,4,81.92
Office Supplies,San Francisco,United States,Frank Gastineau,10/15/2017,CA-2017-106033,94110,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,West,Home Office,10/18/2017,Second Class,California,Art,0,26.376,4,87.92
Office Supplies,Los Angeles,United States,Alyssa Tate,12/27/2014,CA-2014-120243,90004,Staple-on labels,West,Home Office,12/30/2014,Second Class,California,Labels,0,5.4332,4,11.56
Office Supplies,Los Angeles,United States,Matt Abelman,11/11/2014,CA-2014-140732,90004,Xerox 1979,West,Home Office,11/13/2014,Second Class,California,Paper,0,55.764,4,123.92
Office Supplies,Los Angeles,United States,Bradley Talbott,2/26/2017,CA-2017-117212,90036,Xerox 1908,West,Home Office,2/28/2017,Second Class,California,Paper,0,109.7208,4,223.92
Office Supplies,Los Angeles,United States,Bradley Talbott,2/26/2017,CA-2017-117212,90036,Xerox 1924,West,Home Office,2/28/2017,Second Class,California,Paper,0,11.3288,4,23.12
Office Supplies,Los Angeles,United States,Vicky Freymann,7/25/2014,CA-2014-146528,90045,Acme Kleen Earth Office Shears,West,Home Office,7/27/2014,Second Class,California,Supplies,0,4.5008,4,15.52
Office Supplies,Los Angeles,United States,Marc Harrigan,9/2/2017,CA-2017-169327,90008,"Acco Six-Outlet Power Strip, 4' Cord Length",West,Home Office,9/4/2017,Second Class,California,Appliances,0,11.206,5,43.1
Office Supplies,Danville,United States,Nancy Lomonaco,11/2/2017,US-2017-163790,94526,Nontoxic Chalk,West,Home Office,11/4/2017,Second Class,California,Art,0,4.224,5,8.8
Office Supplies,Los Angeles,United States,Meg O'Connel,9/17/2015,CA-2015-133025,90036,Xerox 216,West,Home Office,9/19/2015,Second Class,California,Paper,0,15.552,5,32.4
Office Supplies,Seattle,United States,Tamara Willingham,12/1/2015,CA-2015-137113,98105,Xerox 219,West,Home Office,12/5/2015,Second Class,Washington,Paper,0,15.552,5,32.4
Office Supplies,Seattle,United States,Tamara Willingham,12/1/2015,CA-2015-137113,98105,"Xerox Color Copier Paper, 11"" x 17"", Ream",West,Home Office,12/5/2015,Second Class,Washington,Paper,0,52.532,5,114.2
Office Supplies,Los Angeles,United States,Rick Bensley,12/16/2017,CA-2017-161578,90036,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",West,Home Office,12/21/2017,Second Class,California,Storage,0,7.945000000,5,158.9
